ENSG00000186092.6	OR4F5
ENSG00000152611.11	CAPSL
ENSG00000145626.11	UGT3A1
ENSG00000168671.9	UGT3A2
ENSG00000164187.6	LMBRD2
ENSG00000145604.15	SKP2
ENSG00000152620.12	NADK2
ENSG00000164188.8	RANBP3L
ENSG00000079215.13	SLC1A3
ENSG00000164190.17	NIPBL
ENSG00000197603.13	CPLANE1
ENSG00000113569.15	NUP155
ENSG00000082068.8	WDR70
ENSG00000168621.14	GDNF
ENSG00000164318.17	EGFLAM
ENSG00000113594.9	LIFR
ENSG00000145623.12	OSMR
ENSG00000164327.12	RICTOR
ENSG00000082074.16	FYB1
ENSG00000113600.10	C9
ENSG00000153071.14	DAB2
ENSG00000113638.13	TTC33
ENSG00000171522.5	PTGER4
ENSG00000132356.11	PRKAA1
ENSG00000145592.13	RPL37
ENSG00000132357.13	CARD6
ENSG00000112936.18	C7
ENSG00000171495.16	MROH2B
ENSG00000039537.13	C6
ENSG00000182836.9	PLCXD3
ENSG00000083720.12	OXCT1
ENSG00000205765.8	C5orf51
ENSG00000151876.12	FBXO4
ENSG00000112964.13	GHR
ENSG00000198865.9	CCDC152
ENSG00000250722.5	SELENOP
ENSG00000177721.4	ANXA2R
ENSG00000172262.11	ZNF131
ENSG00000177453.7	NIM1K
ENSG00000112972.14	HMGCS1
ENSG00000151882.11	CCL28
ENSG00000151881.14	TMEM267
ENSG00000172244.8	C5orf34
ENSG00000172239.13	PAIP1
ENSG00000112992.16	NNT
ENSG00000070193.4	FGF10
ENSG00000112996.10	MRPS30
ENSG00000164588.6	HCN1
ENSG00000170571.11	EMB
ENSG00000151883.17	PARP8
ENSG00000016082.14	ISL1
ENSG00000213949.8	ITGA1
ENSG00000152684.10	PELO
ENSG00000164171.10	ITGA2
ENSG00000164172.18	MOCS2
ENSG00000134363.11	FST
ENSG00000164258.11	NDUFS4
ENSG00000185305.10	ARL15
ENSG00000169271.2	HSPB3
ENSG00000178996.13	SNX18
ENSG00000164283.12	ESM1
ENSG00000113088.5	GZMK
ENSG00000145649.7	GZMA
ENSG00000164287.12	CDC20B
ENSG00000164294.13	GPX8
ENSG00000234602.7	MCIDAS
ENSG00000152669.8	CCNO
ENSG00000067248.9	DHX29
ENSG00000039123.15	MTREX
ENSG00000067113.16	PLPP1
ENSG00000177058.11	SLC38A9
ENSG00000152670.18	DDX4
ENSG00000164509.13	IL31RA
ENSG00000134352.19	IL6ST
ENSG00000164512.17	ANKRD55
ENSG00000225940.6	C5orf67
ENSG00000095015.5	MAP3K1
ENSG00000155542.11	SETD9
ENSG00000155545.19	MIER3
ENSG00000062194.15	GPBP1
ENSG00000169067.3	ACTBL2
ENSG00000145632.14	PLK2
ENSG00000175857.8	GAPT
ENSG00000152932.7	RAB3C
ENSG00000113448.18	PDE4D
ENSG00000035499.12	DEPDC1B
ENSG00000164181.13	ELOVL7
ENSG00000049167.14	ERCC8
ENSG00000164182.10	NDUFAF2
ENSG00000188725.7	SMIM15
ENSG00000130449.5	ZSWIM6
ENSG00000068796.16	KIF2A
ENSG00000086189.9	DIMT1
ENSG00000086200.16	IPO11
ENSG00000186105.7	LRRC70
ENSG00000178394.4	HTR1A
ENSG00000164197.11	RNF180
ENSG00000186479.4	RGS7BP
ENSG00000145642.11	SHISAL2B
ENSG00000153006.15	SREK1IP1
ENSG00000153015.15	CWC27
ENSG00000049192.14	ADAMTS6
ENSG00000123219.12	CENPK
ENSG00000113593.11	PPWD1
ENSG00000113595.14	TRIM23
ENSG00000113597.17	TRAPPC13
ENSG00000253251.2	SHLD3
ENSG00000197860.9	SGTB
ENSG00000123213.22	NLN
ENSG00000112851.14	ERBIN
ENSG00000153914.15	SREK1
ENSG00000069020.18	MAST4
ENSG00000134061.5	CD180
ENSG00000145675.14	PIK3R1
ENSG00000145740.18	SLC30A5
ENSG00000134057.14	CCNB1
ENSG00000153044.9	CENPH
ENSG00000134056.11	MRPS36
ENSG00000134058.11	CDK7
ENSG00000183323.12	CCDC125
ENSG00000085231.13	AK6
ENSG00000273841.4	TAF9
ENSG00000152942.18	RAD17
ENSG00000152939.15	MARVELD2
ENSG00000197822.10	OCLN
ENSG00000183474.15	GTF2H2C
ENSG00000205572.9	SERF1B
ENSG00000205571.13	SMN2
ENSG00000172058.15	SERF1A
ENSG00000172062.16	SMN1
ENSG00000249437.7	NAIP
ENSG00000145736.14	GTF2H2
ENSG00000145734.18	BDP1
ENSG00000131844.15	MCCC2
ENSG00000164326.4	CARTPT
ENSG00000131711.14	MAP1B
ENSG00000113048.16	MRPS27
ENSG00000049883.14	PTCD2
ENSG00000178175.11	ZNF366
ENSG00000083312.17	TNPO1
ENSG00000157107.13	FCHO2
ENSG00000157111.12	TMEM171
ENSG00000164325.7	TMEM174
ENSG00000251493.4	FOXD1
ENSG00000145741.15	BTF3
ENSG00000164331.9	ANKRA2
ENSG00000164338.9	UTP15
ENSG00000214944.9	ARHGEF28
ENSG00000171617.13	ENC1
ENSG00000049860.13	HEXB
ENSG00000164347.17	GFM2
ENSG00000164346.9	NSA2
ENSG00000198780.11	FAM169A
ENSG00000176928.5	GCNT4
ENSG00000145700.9	ANKRD31
ENSG00000113161.15	HMGCR
ENSG00000113163.16	COL4A3BP
ENSG00000122008.15	POLK
ENSG00000189045.13	ANKDD1B
ENSG00000152359.14	POC5
ENSG00000122012.13	SV2C
ENSG00000145703.15	IQGAP2
ENSG00000164220.6	F2RL2
ENSG00000181104.6	F2R
ENSG00000164251.4	F2RL1
ENSG00000171643.13	S100Z
ENSG00000145708.10	CRHBP
ENSG00000164252.12	AGGF1
ENSG00000285000.1	AC008581.2
ENSG00000132846.5	ZBED3
ENSG00000284762.1	AC022414.1
ENSG00000113231.13	PDE8B
ENSG00000164253.13	WDR41
ENSG00000171540.7	OTP
ENSG00000171530.13	TBCA
ENSG00000132842.13	AP3B1
ENSG00000085365.17	SCAMP1
ENSG00000145685.13	LHFPL2
ENSG00000113273.16	ARSB
ENSG00000132837.14	DMGDH
ENSG00000132840.9	BHMT2
ENSG00000145692.14	BHMT
ENSG00000152409.8	JMY
ENSG00000152413.14	HOMER1
ENSG00000164329.13	TENT2
ENSG00000164309.14	CMYA5
ENSG00000177034.15	MTX3
ENSG00000113296.14	THBS4
ENSG00000164300.16	SERINC5
ENSG00000164299.6	SPZ1
ENSG00000039319.16	ZFYVE16
ENSG00000152380.9	FAM151B
ENSG00000189127.7	ANKRD34B
ENSG00000228716.6	DHFR
ENSG00000113318.9	MSH3
ENSG00000113319.12	RASGRF2
ENSG00000131730.15	CKMT2
ENSG00000131732.11	ZCCHC9
ENSG00000172497.8	ACOT12
ENSG00000145687.16	SSBP2
ENSG00000152348.15	ATG10
ENSG00000186468.12	RPS23
ENSG00000205464.12	ATP6AP1L
ENSG00000174695.9	TMEM167A
ENSG00000152422.15	XRCC4
ENSG00000038427.15	VCAN
ENSG00000145681.10	HAPLN1
ENSG00000164176.12	EDIL3
ENSG00000127184.12	COX7C
ENSG00000145715.14	RASA1
ENSG00000134480.14	CCNH
ENSG00000164180.13	TMEM161B
ENSG00000081189.15	MEF2C
ENSG00000153140.8	CETN3
ENSG00000176055.9	MBLAC2
ENSG00000113356.11	POLR3G
ENSG00000176018.12	LYSMD3
ENSG00000164199.17	ADGRV1
ENSG00000113369.8	ARRDC3
ENSG00000175745.12	NR2F1
ENSG00000113391.18	FAM172A
ENSG00000248483.6	POU5F2
ENSG00000185261.14	KIAA0825
ENSG00000133302.12	SLF1
ENSG00000175471.19	MCTP1
ENSG00000153347.9	FAM81B
ENSG00000198677.11	TTC37
ENSG00000164291.16	ARSK
ENSG00000178015.4	GPR150
ENSG00000175449.13	RFESD
ENSG00000145757.15	SPATA9
ENSG00000164292.12	RHOBTB3
ENSG00000173221.13	GLRX
ENSG00000118985.15	ELL2
ENSG00000175426.10	PCSK1
ENSG00000153113.23	CAST
ENSG00000164307.12	ERAP1
ENSG00000164308.16	ERAP2
ENSG00000113441.15	LNPEP
ENSG00000145721.11	LIX1
ENSG00000058729.10	RIOK2
ENSG00000174136.11	RGMB
ENSG00000153922.10	CHD1
ENSG00000174132.8	FAM174A
ENSG00000113532.12	ST8SIA4
ENSG00000173930.8	SLCO4C1
ENSG00000205359.9	SLCO6A1
ENSG00000145730.20	PAM
ENSG00000145723.16	GIN1
ENSG00000145725.19	PPIP5K2
ENSG00000181751.9	C5orf30
ENSG00000112874.9	NUDT12
ENSG00000184349.12	EFNA5
ENSG00000145743.15	FBXL17
ENSG00000151422.12	FER
ENSG00000198961.9	PJA2
ENSG00000112893.9	MAN2A1
ENSG00000186952.14	TMEM232
ENSG00000164209.16	SLC25A46
ENSG00000145777.14	TSLP
ENSG00000134987.11	WDR36
ENSG00000152495.10	CAMK4
ENSG00000164211.12	STARD4
ENSG00000134986.13	NREP
ENSG00000129595.12	EPB41L4A
ENSG00000134982.16	APC
ENSG00000258864.1	AC008575.1
ENSG00000153037.14	SRP19
ENSG00000129625.12	REEP5
ENSG00000172795.15	DCP2
ENSG00000171444.17	MCC
ENSG00000212122.3	TSSK1B
ENSG00000047188.15	YTHDC2
ENSG00000080709.15	KCNN2
ENSG00000152503.9	TRIM36
ENSG00000164219.9	PGGT1B
ENSG00000164221.12	CCDC112
ENSG00000145780.7	FEM1C
ENSG00000251201.8	TMED7-TICAM2
ENSG00000243414.5	TICAM2
ENSG00000134970.13	TMED7
ENSG00000129596.4	CDO1
ENSG00000145782.12	ATG12
ENSG00000177879.15	AP3S1
ENSG00000172901.19	LVRN
ENSG00000268223.5	ARL14EPL
ENSG00000145781.8	COMMD10
ENSG00000092421.16	SEMA6A
ENSG00000169570.9	DTWD2
ENSG00000172869.14	DMXL1
ENSG00000145779.7	TNFAIP8
ENSG00000133835.15	HSD17B4
ENSG00000164334.15	FAM170A
ENSG00000184838.14	PRR16
ENSG00000181867.2	FTMT
ENSG00000151304.5	SRFBP1
ENSG00000113083.13	LOX
ENSG00000164185.5	ZNF474
ENSG00000250803.6	AC010255.3
ENSG00000064692.18	SNCAIP
ENSG00000205302.6	SNX2
ENSG00000064652.10	SNX24
ENSG00000168938.5	PPIC
ENSG00000061455.10	PRDM6
ENSG00000168944.15	CEP120
ENSG00000151292.17	CSNK1G3
ENSG00000168916.15	ZNF608
ENSG00000155324.9	GRAMD2B
ENSG00000164904.17	ALDH7A1
ENSG00000164902.13	PHAX
ENSG00000196900.4	TEX43
ENSG00000113368.11	LMNB1
ENSG00000173926.5	MARCH3
ENSG00000164241.13	C5orf63
ENSG00000145794.16	MEGF10
ENSG00000164244.20	PRRC1
ENSG00000205279.8	CTXN3
ENSG00000230561.4	CCDC192
ENSG00000064651.13	SLC12A2
ENSG00000138829.11	FBN2
ENSG00000113396.12	SLC27A6
ENSG00000066583.11	ISOC1
ENSG00000145808.9	ADAMTS19
ENSG00000186367.6	KIAA1024L
ENSG00000198108.3	CHSY3
ENSG00000169567.11	HINT1
ENSG00000186687.15	LYRM7
ENSG00000158985.13	CDC42SE2
ENSG00000158987.20	RAPGEF6
ENSG00000273217.1	AC008695.1
ENSG00000217128.11	FNIP1
ENSG00000239642.5	MEIKIN
ENSG00000281938.1	AC026398.1
ENSG00000164398.12	ACSL6
ENSG00000164399.4	IL3
ENSG00000164400.5	CSF2
ENSG00000072682.18	P4HA2
ENSG00000131435.12	PDLIM4
ENSG00000197208.5	SLC22A4
ENSG00000197375.12	SLC22A5
ENSG00000283782.2	AC116366.3
ENSG00000125347.13	IRF1
ENSG00000113525.9	IL5
ENSG00000113522.13	RAD50
ENSG00000169194.9	IL13
ENSG00000113520.10	IL4
ENSG00000131437.15	KIF3A
ENSG00000205089.7	CCNI2
ENSG00000164402.13	SEPT8
ENSG00000198944.5	SOWAHA
ENSG00000164403.14	SHROOM1
ENSG00000164404.8	GDF9
ENSG00000164405.10	UQCRQ
ENSG00000164406.7	LEAP2
ENSG00000072364.12	AFF4
ENSG00000155329.11	ZCCHC10
ENSG00000170606.14	HSPA4
ENSG00000053108.16	FSTL4
ENSG00000113583.7	C5orf15
ENSG00000213585.10	VDAC1
ENSG00000081059.19	TCF7
ENSG00000113558.18	SKP1
ENSG00000272772.1	AC104109.3
ENSG00000113575.9	PPP2CA
ENSG00000006837.11	CDKL3
ENSG00000119048.7	UBE2B
ENSG00000237190.3	CDKN2AIPNL
ENSG00000043143.20	JADE2
ENSG00000152700.13	SAR1B
ENSG00000113615.12	SEC24A
ENSG00000164615.4	CAMLG
ENSG00000145833.15	DDX46
ENSG00000181904.8	C5orf24
ENSG00000113621.14	TXNDC15
ENSG00000132570.14	PCBD2
ENSG00000152705.7	CATSPER3
ENSG00000069011.15	PITX1
ENSG00000113648.16	H2AFY
ENSG00000251380.3	DCANP1
ENSG00000255833.1	TIFAB
ENSG00000181965.5	NEUROG1
ENSG00000145824.12	CXCL14
ENSG00000145832.14	SLC25A48
ENSG00000145839.1	IL9
ENSG00000145826.8	LECT2
ENSG00000120708.16	TGFBI
ENSG00000113658.17	SMAD5
ENSG00000271824.1	SMIM32
ENSG00000069018.18	TRPC7
ENSG00000152377.13	SPOCK1
ENSG00000146021.14	KLHL3
ENSG00000177733.6	HNRNPA0
ENSG00000120729.9	MYOT
ENSG00000078795.16	PKD2L2
ENSG00000031003.10	FAM13B
ENSG00000061492.11	WNT8A
ENSG00000112981.4	NME5
ENSG00000112983.17	BRD8
ENSG00000112984.11	KIF20A
ENSG00000094880.10	CDC23
ENSG00000146013.10	GFRA3
ENSG00000158402.19	CDC25C
ENSG00000120709.10	FAM53C
ENSG00000120733.13	KDM3B
ENSG00000132563.15	REEP2
ENSG00000120738.7	EGR1
ENSG00000120705.12	ETF1
ENSG00000113013.13	HSPA9
ENSG00000044115.20	CTNNA1
ENSG00000146006.7	LRRTM2
ENSG00000120725.12	SIL1
ENSG00000280987.4	MATR3
ENSG00000015479.18	MATR3
ENSG00000120727.12	PAIP2
ENSG00000170482.16	SLC23A1
ENSG00000170476.15	MZB1
ENSG00000228672.3	PROB1
ENSG00000170469.10	SPATA24
ENSG00000170464.9	DNAJC18
ENSG00000279686.1	AC142391.1
ENSG00000249751.3	ECSCR
ENSG00000283288.1	SMIM33
ENSG00000184584.12	TMEM173
ENSG00000131508.15	UBE2D2
ENSG00000171604.11	CXXC5
ENSG00000146005.3	PSD2
ENSG00000158458.19	NRG2
ENSG00000185129.5	PURA
ENSG00000182700.4	IGIP
ENSG00000120306.10	CYSTM1
ENSG00000113068.9	PFDN1
ENSG00000113070.7	HBEGF
ENSG00000113073.14	SLC4A9
ENSG00000131503.20	ANKHD1
ENSG00000254996.5	ANKHD1-EIF4EBP3
ENSG00000213523.10	SRA1
ENSG00000243056.1	EIF4EBP3
ENSG00000113108.19	APBB3
ENSG00000176087.14	SLC35A4
ENSG00000170458.13	CD14
ENSG00000131495.8	NDUFA2
ENSG00000113119.12	TMCO6
ENSG00000113141.17	IK
ENSG00000120314.18	WDR55
ENSG00000256453.1	DND1
ENSG00000170445.13	HARS
ENSG00000112855.15	HARS2
ENSG00000146007.10	ZMAT2
ENSG00000204970.9	PCDHA1
ENSG00000204969.6	PCDHA2
ENSG00000255408.3	PCDHA3
ENSG00000204967.10	PCDHA4
ENSG00000204965.8	PCDHA5
ENSG00000081842.17	PCDHA6
ENSG00000204963.5	PCDHA7
ENSG00000204962.5	PCDHA8
ENSG00000204961.6	PCDHA9
ENSG00000250120.6	PCDHA10
ENSG00000249158.6	PCDHA11
ENSG00000251664.3	PCDHA12
ENSG00000239389.7	PCDHA13
ENSG00000248383.4	PCDHAC1
ENSG00000243232.4	PCDHAC2
ENSG00000171815.5	PCDHB1
ENSG00000112852.6	PCDHB2
ENSG00000113205.5	PCDHB3
ENSG00000081818.3	PCDHB4
ENSG00000113209.8	PCDHB5
ENSG00000113211.5	PCDHB6
ENSG00000113212.6	PCDHB7
ENSG00000120322.3	PCDHB8
ENSG00000272674.3	PCDHB16
ENSG00000177839.6	PCDHB9
ENSG00000120324.8	PCDHB10
ENSG00000197479.6	PCDHB11
ENSG00000120328.6	PCDHB12
ENSG00000187372.11	PCDHB13
ENSG00000120327.6	PCDHB14
ENSG00000279983.1	AC244517.10
ENSG00000113248.5	PCDHB15
ENSG00000178913.7	TAF7
ENSG00000120329.6	SLC25A2
ENSG00000204956.5	PCDHGA1
ENSG00000081853.14	PCDHGA2
ENSG00000254245.2	PCDHGA3
ENSG00000254221.2	PCDHGB1
ENSG00000262576.2	PCDHGA4
ENSG00000253910.2	PCDHGB2
ENSG00000253485.2	PCDHGA5
ENSG00000262209.2	PCDHGB3
ENSG00000253731.2	PCDHGA6
ENSG00000253537.2	PCDHGA7
ENSG00000253953.2	PCDHGB4
ENSG00000253767.2	PCDHGA8
ENSG00000276547.1	PCDHGB5
ENSG00000261934.2	PCDHGA9
ENSG00000253305.2	PCDHGB6
ENSG00000253846.2	PCDHGA10
ENSG00000254122.2	PCDHGB7
ENSG00000253873.5	PCDHGA11
ENSG00000253159.2	PCDHGA12
ENSG00000240184.6	PCDHGC3
ENSG00000242419.5	PCDHGC4
ENSG00000240764.3	PCDHGC5
ENSG00000131504.16	DIAPH1
ENSG00000171720.9	HDAC3
ENSG00000164620.8	RELL2
ENSG00000197948.10	FCHSD1
ENSG00000120318.15	ARAP3
ENSG00000156453.13	PCDH1
ENSG00000081791.8	DELE1
ENSG00000113555.5	PCDH12
ENSG00000013561.17	RNF14
ENSG00000113552.15	GNPDA1
ENSG00000131507.10	NDFIP1
ENSG00000187678.9	SPRY4
ENSG00000113578.17	FGF1
ENSG00000145819.16	ARHGAP26
ENSG00000113580.14	NR3C1
ENSG00000158497.3	HMHB1
ENSG00000145817.16	YIPF5
ENSG00000183775.10	KCTD16
ENSG00000186314.11	PRELID2
ENSG00000204928.2	GRXCR2
ENSG00000156463.17	SH3RF2
ENSG00000173261.8	PLAC8L1
ENSG00000133706.17	LARS
ENSG00000275740.1	AC091959.3
ENSG00000091009.7	RBM27
ENSG00000091010.5	POU4F3
ENSG00000113649.11	TCERG1
ENSG00000173250.2	GPR151
ENSG00000156475.18	PPP2R2B
ENSG00000169302.15	STK32A
ENSG00000113657.12	DPYSL3
ENSG00000176049.15	JAKMIP2
ENSG00000164266.10	SPINK1
ENSG00000164265.8	SCGB3A2
ENSG00000178776.4	C5orf46
ENSG00000133710.15	SPINK5
ENSG00000196800.6	SPINK14
ENSG00000178172.6	SPINK6
ENSG00000248109.2	MARCOL
ENSG00000214510.9	SPINK13
ENSG00000145879.10	SPINK7
ENSG00000204909.7	SPINK9
ENSG00000145868.16	FBXO38
ENSG00000164270.17	HTR4
ENSG00000169252.5	ADRB2
ENSG00000169247.12	SH3TC2
ENSG00000173210.19	ABLIM3
ENSG00000157510.13	AFAP1L1
ENSG00000164284.14	GRPEL2
ENSG00000145882.10	PCYOX1L
ENSG00000127743.5	IL17B
ENSG00000113712.17	CSNK1A1
ENSG00000183111.11	ARHGEF37
ENSG00000155846.16	PPARGC1B
ENSG00000132915.10	PDE6A
ENSG00000155850.7	SLC26A2
ENSG00000164296.6	TIGD6
ENSG00000113716.12	HMGXB3
ENSG00000182578.13	CSF1R
ENSG00000113721.13	PDGFRB
ENSG00000113722.16	CDX1
ENSG00000011083.8	SLC6A7
ENSG00000070808.15	CAMK2A
ENSG00000183876.8	ARSI
ENSG00000070814.19	TCOF1
ENSG00000019582.14	CD74
ENSG00000164587.12	RPS14
ENSG00000070614.14	NDST1
ENSG00000171992.12	SYNPO
ENSG00000164591.13	MYOZ3
ENSG00000086589.11	RBM22
ENSG00000132912.12	DCTN4
ENSG00000256235.2	SMIM3
ENSG00000237693.4	IRGM
ENSG00000145908.12	ZNF300
ENSG00000211445.11	GPX3
ENSG00000145901.15	TNIP1
ENSG00000197043.13	ANXA6
ENSG00000198624.12	CCDC69
ENSG00000196743.8	GM2A
ENSG00000186334.9	SLC36A3
ENSG00000186335.8	SLC36A2
ENSG00000123643.12	SLC36A1
ENSG00000086570.12	FAT2
ENSG00000113140.10	SPARC
ENSG00000177556.11	ATOX1
ENSG00000145907.14	G3BP1
ENSG00000145888.10	GLRA1
ENSG00000132911.4	NMUR2
ENSG00000155511.17	GRIA1
ENSG00000055147.18	FAM114A2
ENSG00000037749.12	MFAP3
ENSG00000164574.15	GALNT10
ENSG00000164576.11	SAP30L
ENSG00000113196.2	HAND1
ENSG00000155506.16	LARP1
ENSG00000170271.10	FAXDC2
ENSG00000155508.13	CNOT8
ENSG00000082516.8	GEMIN5
ENSG00000082515.17	MRPL22
ENSG00000226650.5	KIF4B
ENSG00000170624.13	SGCD
ENSG00000231989.4	PPP1R2B
ENSG00000145850.8	TIMD4
ENSG00000113249.12	HAVCR1
ENSG00000135077.8	HAVCR2
ENSG00000155868.7	MED7
ENSG00000113263.12	ITK
ENSG00000170613.4	FAM71B
ENSG00000055163.19	CYFIP2
ENSG00000285868.1	AC008676.3
ENSG00000172568.4	FNDC9
ENSG00000135074.15	ADAM19
ENSG00000172548.14	NIPAL4
ENSG00000039600.10	SOX30
ENSG00000187658.6	C5orf52
ENSG00000113272.13	THG1L
ENSG00000155858.5	LSM11
ENSG00000113282.13	CLINT1
ENSG00000164330.16	EBF1
ENSG00000145860.11	RNF145
ENSG00000164332.7	UBLCP1
ENSG00000113302.4	IL12B
ENSG00000170214.4	ADRA1B
ENSG00000113312.10	TTC1
ENSG00000170234.12	PWWP2A
ENSG00000170231.15	FABP6
ENSG00000135083.15	CCNJL
ENSG00000145861.7	C1QTNF2
ENSG00000221886.3	ZBED8
ENSG00000164609.9	SLU7
ENSG00000164611.12	PTTG1
ENSG00000118322.13	ATP10B
ENSG00000145864.12	GABRB2
ENSG00000145863.10	GABRA6
ENSG00000022355.16	GABRA1
ENSG00000113327.16	GABRG2
ENSG00000113328.18	CCNG1
ENSG00000170584.10	NUDCD2
ENSG00000072571.19	HMMR
ENSG00000038274.16	MAT2B
ENSG00000145934.16	TENM2
ENSG00000113645.14	WWC1
ENSG00000113643.8	RARS
ENSG00000188573.7	FBLL1
ENSG00000120137.6	PANK3
ENSG00000184347.14	SLIT3
ENSG00000040275.16	SPDL1
ENSG00000134516.16	DOCK2
ENSG00000204767.3	INSYN2B
ENSG00000168269.9	FOXI1
ENSG00000234511.9	C5orf58
ENSG00000043462.11	LCP2
ENSG00000182132.13	KCNIP1
ENSG00000145936.8	KCNMB1
ENSG00000094755.16	GABRP
ENSG00000204764.13	RANBP17
ENSG00000164438.5	TLX3
ENSG00000181163.13	NPM1
ENSG00000156427.7	FGF18
ENSG00000185662.9	SMIM23
ENSG00000072803.17	FBXW11
ENSG00000072786.12	STK10
ENSG00000214360.4	EFCAB9
ENSG00000168246.5	UBTD2
ENSG00000174705.12	SH3PXD2B
ENSG00000214357.8	NEURL1B
ENSG00000120129.5	DUSP1
ENSG00000113719.15	ERGIC1
ENSG00000037241.7	RPL26L1
ENSG00000113732.8	ATP6V0E1
ENSG00000164463.12	CREBRF
ENSG00000113734.17	BNIP1
ENSG00000183072.9	NKX2-5
ENSG00000113739.10	STC2
ENSG00000145919.10	BOD1
ENSG00000113742.12	CPEB4
ENSG00000185056.9	C5orf47
ENSG00000170091.10	NSG2
ENSG00000120149.8	MSX2
ENSG00000184845.3	DRD1
ENSG00000164466.12	SFXN1
ENSG00000113749.7	HRH2
ENSG00000145920.14	CPLX2
ENSG00000051596.9	THOC3
ENSG00000182230.12	FAM153B
ENSG00000285476.1	AC139491.7
ENSG00000170085.17	SIMC1
ENSG00000122203.14	KIAA1191
ENSG00000175414.6	ARL10
ENSG00000048162.20	NOP16
ENSG00000146066.2	HIGD2A
ENSG00000175416.12	CLTB
ENSG00000113194.12	FAF2
ENSG00000146083.11	RNF44
ENSG00000074276.10	CDHR2
ENSG00000169258.6	GPRIN1
ENSG00000074317.10	SNCB
ENSG00000175766.12	EIF4E1B
ENSG00000048140.17	TSPAN17
ENSG00000113763.11	UNC5A
ENSG00000160883.10	HK3
ENSG00000087206.16	UIMC1
ENSG00000113761.11	ZNF346
ENSG00000160867.14	FGFR4
ENSG00000165671.20	NSD1
ENSG00000169228.13	RAB24
ENSG00000213347.10	MXD3
ENSG00000169230.9	PRELID1
ENSG00000169223.14	LMAN2
ENSG00000169220.17	RGS14
ENSG00000131183.10	SLC34A1
ENSG00000196570.2	PFN3
ENSG00000131187.9	F12
ENSG00000198055.10	GRK6
ENSG00000131188.11	PRR7
ENSG00000113758.13	DBN1
ENSG00000196923.13	PDLIM7
ENSG00000146094.14	DOK3
ENSG00000183258.11	DDX41
ENSG00000146067.15	FAM193B
ENSG00000184840.11	TMED9
ENSG00000027847.13	B4GALT7
ENSG00000170074.19	FAM153A
ENSG00000175325.2	PROP1
ENSG00000204677.10	FAM153C
ENSG00000145911.5	N4BP3
ENSG00000145916.18	RMND5B
ENSG00000145912.8	NHP2
ENSG00000244234.2	GMCL2
ENSG00000197451.11	HNRNPAB
ENSG00000175309.14	PHYKPL
ENSG00000050767.16	COL23A1
ENSG00000113240.12	CLK4
ENSG00000285891.1	AC113348.1
ENSG00000285978.1	AC113348.2
ENSG00000169131.12	ZNF354A
ENSG00000178338.10	ZNF354B
ENSG00000198939.7	ZFP2
ENSG00000178187.7	ZNF454
ENSG00000113262.15	GRM6
ENSG00000234284.6	ZNF879
ENSG00000177932.6	ZNF354C
ENSG00000087116.15	ADAMTS2
ENSG00000176783.14	RUFY1
ENSG00000169045.17	HNRNPH1
ENSG00000204661.9	C5orf60
ENSG00000204659.4	CBY3
ENSG00000127022.14	CANX
ENSG00000161021.12	MAML1
ENSG00000213316.9	LTC4S
ENSG00000161013.16	MGAT4B
ENSG00000161011.19	SQSTM1
ENSG00000161010.14	MRNIP
ENSG00000197226.12	TBC1D9B
ENSG00000113269.13	RNF130
ENSG00000146090.15	RASGEF1C
ENSG00000050748.17	MAPK9
ENSG00000131459.12	GFPT2
ENSG00000113300.11	CNOT6
ENSG00000161055.3	SCGB3A1
ENSG00000037280.15	FLT4
ENSG00000174339.2	OR2Y1
ENSG00000131446.16	MGAT1
ENSG00000196670.13	ZFP62
ENSG00000113303.11	BTNL8
ENSG00000168903.8	BTNL3
ENSG00000165810.16	BTNL9
ENSG00000185372.3	OR2V1
ENSG00000182613.2	OR2V2
ENSG00000146054.17	TRIM7
ENSG00000146063.19	TRIM41
ENSG00000204628.11	RACK1
ENSG00000183718.5	TRIM52
ENSG00000230178.1	OR4F3
ENSG00000112679.14	DUSP22
ENSG00000137265.14	IRF4
ENSG00000112685.13	EXOC2
ENSG00000188996.4	HUS1B
ENSG00000164379.6	FOXQ1
ENSG00000137273.5	FOXF2
ENSG00000054598.7	FOXC1
ENSG00000112699.10	GMDS
ENSG00000145949.10	MYLK4
ENSG00000124535.15	WRNIP1
ENSG00000021355.12	SERPINB1
ENSG00000170542.5	SERPINB9
ENSG00000124570.19	SERPINB6
ENSG00000124588.19	NQO2
ENSG00000137275.13	RIPK1
ENSG00000137274.12	BPHL
ENSG00000137267.5	TUBB2A
ENSG00000137285.9	TUBB2B
ENSG00000180822.11	PSMG4
ENSG00000137266.14	SLC22A23
ENSG00000168994.13	PXDC1
ENSG00000145945.6	FAM50B
ENSG00000112739.16	PRPF4B
ENSG00000145975.14	FAM217A
ENSG00000185689.16	C6orf201
ENSG00000198721.12	ECI2
ENSG00000153046.17	CDYL
ENSG00000124787.13	RPP40
ENSG00000219607.3	PPP1R3G
ENSG00000214113.10	LYRM4
ENSG00000145982.12	FARS2
ENSG00000124785.8	NRN1
ENSG00000124491.15	F13A1
ENSG00000112799.8	LY86
ENSG00000124782.19	RREB1
ENSG00000124783.13	SSR1
ENSG00000164304.15	CAGE1
ENSG00000124784.8	RIOK1
ENSG00000096696.13	DSP
ENSG00000168566.12	SNRNP48
ENSG00000153162.8	BMP6
